iMAG,Ag,logSFR22,logMsT,RVel,Ai,logMHI,Dist,surface_brightness_proxy,e_logMsT,e_iMAG
-15.41,0.0,-2.57,7.38,1660,0.0,8.54,26.1,-14.832220697591534,0.2,0.27
-22.83,1.58,0.54,10.89,12687,0.84,10.18,184.9,-21.783224162854538,0.09,0.09
-10.74,0.0,-0.57,5.36,502,0.0,6.95,7.4,-9.161820557895355,0.28,0.71
-11.79,0.0,-3.32,5.72,519,0.0,6.71,7.7,-10.931025739024808,0.29,0.66
-18.43,0.3,-1.13,8.83,11382,0.21,9.67,166.8,-17.36683066148914,0.09,0.09
-19.83,0.72,-0.57,9.5,6262,0.41,9.67,93.6,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,6532,0.41,8.84,97.5,-18.702310951599458,0.09,0.1
-15.49,0.0,-0.57,7.68,3709,0.0,8.74,56.3,-14.193015516462081,0.08,0.11
-19.23,0.63,-0.85,9.19,5370,0.32,9.42,79.3,-18.16683066148914,0.1,0.11
-17.73,0.1,-0.57,8.62,6898,0.1,9.28,103.2,-16.818392216030226,0.12,0.12
-18.23,0.31,-0.57,8.64,9093,0.16,9.8,134.7,-17.946678286732492,0.3,0.28
-19.48,0.59,-0.57,9.05,7565,0.36,9.83,112.9,-18.258549962953325,0.07,0.08
-15.96,0.0,-1.81,7.75,2977,0.0,9.06,45.5,-15.013908910699389,0.12,0.15
-19.83,0.72,-0.57,9.5,5146,0.41,9.08,76.3,-18.702310951599458,0.09,0.1
-15.47,0.0,-2.32,7.57,3708,0.0,8.76,56.3,-14.439725872932918,0.11,0.13
-15.26,0.0,-0.57,7.18,3505,0.0,8.82,53.4,-14.19683066148914,0.11,0.14
-19.83,0.72,-0.57,9.5,3468,0.41,8.9,52.8,-18.278558780687224,0.09,0.1
-19.83,0.72,-1.2,9.5,4209,0.41,9.12,63.3,-18.160426568560858,0.09,0.1
-19.83,0.72,-2.48,9.5,1630,0.41,8.03,25.7,-18.833059700106578,0.09,0.1
-14.07,0.0,-0.57,7.15,1630,0.0,8.15,25.7,-12.958285446846386,0.11,0.2
-19.83,0.72,-1.02,9.5,5633,0.41,9.19,82.9,-18.430960530161443,0.09,0.1
-19.83,0.72,-1.06,9.5,4922,0.41,9.28,73.2,-19.212849805171185,0.09,0.1
-17.01,0.0,-0.57,8.35,5641,0.0,9.23,83.0,-15.654189272936597,0.06,0.08
-17.09,0.01,-0.57,8.33,7211,0.01,9.32,107.8,-15.946437882402812,0.08,0.09
-19.83,0.72,-1.89,9.5,3147,0.41,8.84,48.1,-19.437490627975837,0.09,0.1
-17.85,0.13,-0.71,8.53,10275,0.12,9.69,151.6,-16.598061780218778,0.07,0.07
-17.39,0.0,-0.57,8.5,7285,0.05,9.46,109.0,-17.040595144062102,0.26,0.25
-15.73,0.0,-0.57,7.49,2705,0.0,8.74,41.2,-14.586437882402812,0.1,0.14
-17.33,0.0,-0.96,8.45,6584,0.05,9.26,97.6,-16.561288250630096,0.15,0.15
-19.83,0.72,-0.57,9.5,6915,0.41,9.27,102.4,-18.578061780218775,0.09,0.1
-19.83,0.72,-1.2,9.5,6481,0.41,9.2,96.2,-18.816337229729587,0.09,0.1
-14.15,0.0,-0.57,6.83,2017,0.0,8.27,30.8,-12.480426568560862,0.07,0.15
-19.83,0.72,-1.3,9.5,6413,0.41,9.18,95.3,-18.225365284569012,0.09,0.1
-19.83,0.72,-0.57,9.5,7320,0.41,9.38,108.2,-18.90109110891879,0.09,0.1
-16.73,0.0,-1.92,8.09,6892,0.0,9.03,102.1,-15.274460950368342,0.06,0.07
-15.68,0.0,-0.57,6.89,6834,0.0,9.29,101.4,-14.716843998023387,0.11,0.12
-14.24,0.0,-0.57,7.12,1606,0.0,8.2,25.1,-13.4712882506301,0.17,0.24
-14.33,0.0,-0.57,7.07,1561,0.0,7.85,24.6,-13.018178677662545,0.1,0.21
-16.14,0.0,-0.57,7.81,5036,0.0,8.83,73.7,-15.24581388932046,0.13,0.13
-19.83,0.72,-1.17,9.5,6639,0.41,9.13,98.8,-18.3605333377447,0.09,0.1
-19.83,0.72,-0.57,9.5,6227,0.41,9.03,92.6,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,8185,0.41,9.56,120.8,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.57,9.5,501,0.41,7.17,7.2,-18.702310951599458,0.09,0.1
-21.55,1.12,0.31,10.58,8461,0.64,10.15,125.4,-20.781288250630098,0.14,0.14
-18.55,0.34,-1.34,9.0,6235,0.23,9.27,93.1,-17.05290874727824,0.04,0.06
-19.83,0.72,-0.57,9.5,8266,0.41,9.49,122.1,-18.623934626889266,0.09,0.1
-15.19,0.0,-1.84,6.84,4031,0.0,9.48,60.0,-13.706682886805664,0.06,0.1
-20.2,0.8,-1.44,9.67,8509,0.45,9.6,125.8,-19.412973150399914,0.14,0.14
-17.66,0.15,-0.24,8.53,8379,0.09,9.49,124.0,-16.818819408446966,0.13,0.13
-20.19,0.83,-0.16,9.65,11544,0.47,9.63,169.2,-18.893015516462082,0.06,0.06
-18.63,0.45,-0.57,8.77,12759,0.24,9.95,186.5,-17.318178677662544,0.06,0.06
-16.79,0.0,-0.57,8.16,4078,0.0,8.63,60.8,-15.861091108918792,0.12,0.13
-19.83,0.72,-0.57,9.5,3797,0.41,8.67,56.9,-18.147638816893934,0.09,0.1
-19.83,0.72,-0.57,9.5,3800,0.41,8.68,56.9,-18.445287216933906,0.09,0.1
-19.83,0.72,-1.3,9.5,3775,0.41,8.46,56.6,-18.670664959419646,0.09,0.1
-20.13,0.82,-0.62,9.52,10342,0.45,9.65,152.3,-19.050543958936153,0.09,0.09
-18.35,0.24,-0.49,8.87,8216,0.19,9.62,121.4,-17.30322416285454,0.1,0.1
-16.45,0.0,-0.57,8.11,4171,0.0,8.96,61.9,-15.932464576539184,0.21,0.21
-19.11,0.58,-0.57,9.13,11446,0.31,9.79,167.6,-17.626682886805664,0.04,0.04
-17.27,0.0,-0.57,8.48,5966,0.04,9.32,89.4,-16.341091108918793,0.12,0.12
-18.65,0.43,-0.8,8.99,12695,0.25,9.57,185.6,-17.071820557895354,0.04,0.05
-16.99,0.0,-1.22,8.22,5958,0.0,9.11,89.4,-16.00989478055994,0.11,0.12
-19.83,0.72,-0.57,9.5,6043,0.41,9.45,90.8,-18.702310951599458,0.09,0.1
-17.1,0.0,-1.09,8.21,7934,0.01,9.25,117.7,-15.803015516462082,0.07,0.08
-15.71,0.0,-1.68,7.64,5978,0.0,9.25,89.8,-14.922973150399917,0.15,0.15
-19.83,0.72,-0.57,9.5,1980,0.41,8.25,30.0,-18.883908910699386,0.09,0.1
-14.4,0.0,-0.57,7.12,1744,0.0,8.16,26.9,-13.471091108918793,0.14,0.22
-19.83,0.72,-0.57,9.5,514,0.41,6.87,7.7,-18.702310951599458,0.09,0.1
-17.75,0.14,-0.78,8.47,8073,0.11,9.69,119.4,-16.9267406321435,0.13,0.13
-19.28,0.62,-0.5,9.23,8127,0.33,9.57,120.2,-18.089414552509073,0.08,0.08
-17.02,0.0,-2.23,7.7,6038,0.0,9.58,90.5,-16.143357820967076,0.13,0.13
-16.69,0.0,-0.57,8.09,7716,0.0,9.06,114.4,-15.262551133535657,0.07,0.08
-19.83,0.72,-2.67,9.5,7710,0.41,9.33,114.4,-18.416715477374847,0.09,0.1
-17.66,0.03,-1.0,8.64,7120,0.09,9.43,106.0,-17.102141121714475,0.19,0.19
-18.64,0.4,-0.57,8.96,7565,0.24,9.7,112.4,-17.48066495941965,0.08,0.08
-19.83,0.72,-1.47,9.5,3519,0.41,8.75,52.7,-19.232457748823748,0.09,0.1
-14.71,0.0,-2.68,7.25,1698,0.0,8.33,26.2,-13.458061780218777,0.1,0.19
-11.63,0.0,-0.57,5.94,550,0.0,6.92,8.3,-10.842973150399917,0.27,0.59
-19.83,0.72,-0.57,9.5,1642,0.41,8.19,25.7,-18.702310951599458,0.09,0.1
-19.83,0.72,-0.96,9.5,9351,0.41,9.37,137.0,-18.488766573713576,0.09,0.1
-16.16,0.0,-0.57,7.79,5239,0.0,9.14,76.2,-15.09683066148914,0.1,0.11
-16.95,0.0,-1.49,8.26,5784,0.0,9.24,86.1,-16.432464576539186,0.21,0.2
-16.37,0.0,-3.48,7.95,6570,0.0,9.27,97.4,-14.805153922833764,0.05,0.06
-20.13,0.83,-0.9,9.61,6887,0.45,9.61,101.9,-18.98643788240281,0.08,0.09
-20.34,0.95,-0.39,9.71,12700,0.49,10.03,185.0,-18.912551133535654,0.04,0.05
-16.83,0.0,-4.14,8.13,5998,0.0,9.24,89.2,-16.006740632143497,0.14,0.14
-18.05,0.2,-1.64,8.71,6568,0.15,9.26,97.5,-16.84393462688927,0.07,0.09
-20.33,0.89,-1.24,9.65,10695,0.48,9.69,156.7,-19.266830661489138,0.09,0.09
-17.68,0.2,-0.75,8.42,9858,0.1,9.73,144.8,-16.967052644415844,0.16,0.15
-21.19,1.19,-0.2,10.03,9396,0.61,9.95,138.3,-19.84876657371358,0.06,0.06
-17.15,0.0,-2.04,8.39,6206,0.02,9.48,92.6,-15.85301551646208,0.06,0.08
-19.83,0.72,-0.57,9.5,6961,0.41,9.28,103.1,-18.971025739024807,0.09,0.1
-17.65,0.0,-1.25,8.68,8106,0.09,9.67,119.5,-16.55436267267211,0.09,0.09
-19.83,0.72,-0.57,9.5,4355,0.41,8.83,63.9,-18.883908910699386,0.09,0.1
-18.49,0.25,-0.57,9.04,10227,0.22,9.75,149.9,-17.076715477374847,0.05,0.05
-15.18,0.0,-0.57,7.29,4392,0.0,9.09,64.4,-14.28581388932046,0.13,0.14
-19.83,0.72,-3.01,9.5,4412,0.41,8.85,64.8,-18.503429372344574,0.09,0.1
-19.83,0.72,-1.91,9.5,3413,0.41,8.34,50.2,-18.547940933928338,0.09,0.1
-19.83,0.72,-0.57,9.5,6437,0.41,9.14,95.8,-18.702310951599458,0.09,0.1
-20.12,0.45,-1.27,9.77,7932,0.43,9.66,116.8,-19.52245774882375,0.18,0.18
-19.83,0.72,-0.57,9.5,4456,0.41,8.85,65.0,-18.65499092688566,0.09,0.1
-16.62,0.0,-0.57,8.04,7631,0.0,9.21,112.5,-16.102464576539187,0.21,0.2
-18.68,0.43,-0.57,8.87,12587,0.24,9.73,183.3,-17.520664959419648,0.09,0.09
-17.12,0.0,-0.57,8.25,6956,0.02,9.44,103.0,-16.62287285313709,0.21,0.21
-19.83,0.72,-0.57,9.5,6818,0.41,9.17,101.1,-18.3605333377447,0.09,0.1
-17.03,0.0,-0.57,8.28,6634,0.0,9.21,98.5,-15.983224162854539,0.1,0.11
-15.72,0.0,-1.04,7.64,6874,0.0,9.13,101.9,-14.932973150399917,0.14,0.14
-17.36,0.12,-0.57,8.24,6912,0.05,9.37,102.3,-15.822035902274415,0.05,0.06
-19.83,0.72,-0.57,9.5,7474,0.41,9.73,110.4,-18.702310951599458,0.09,0.1
-21.07,1.12,-0.04,10.12,9044,0.6,9.97,133.9,-19.65671547737485,0.05,0.06
-21.71,1.32,0.29,10.37,11657,0.7,9.83,171.2,-20.226682886805666,0.04,0.04
-19.55,0.67,-0.57,9.38,6524,0.37,9.27,97.9,-18.223429372344576,0.06,0.07
-20.43,0.89,-0.79,9.7,7118,0.49,9.37,106.4,-19.44989478055994,0.11,0.11
-20.58,0.98,-0.45,9.87,6180,0.53,9.3,92.1,-19.20969647872578,0.05,0.07
-19.81,0.73,-0.72,9.42,5194,0.4,9.25,75.8,-18.763224162854534,0.1,0.11
-22.03,1.52,0.51,10.47,8902,0.74,9.54,131.9,-20.588466589240017,0.05,0.05
-21.25,0.99,0.78,10.36,9259,0.59,10.03,137.1,-20.632849805171187,0.18,0.17
-21.77,1.33,-0.47,10.46,9293,0.69,9.92,137.5,-20.70683066148914,0.09,0.09
-21.64,1.28,0.54,10.3,9284,0.68,9.91,137.4,-20.284189272936597,0.05,0.06
-21.83,1.39,0.54,10.47,14940,0.72,10.3,217.5,-20.21224189485365,0.03,0.03
-18.11,0.15,-1.05,8.75,1367,0.16,8.09,22.1,-16.65446095036834,0.1,0.24
-21.18,1.13,-0.48,10.35,8422,0.62,9.56,125.0,-19.628558780687225,0.04,0.05
-19.58,0.62,-0.78,9.43,4696,0.37,9.6,69.0,-18.566337229729587,0.1,0.12
-21.27,1.28,-0.57,10.14,9224,0.64,10.01,136.5,-19.639187034900775,0.03,0.04
-20.02,0.86,0.02,9.39,6888,0.44,9.76,103.2,-18.89231095159946,0.08,0.09
-21.95,1.32,-0.69,10.7,11926,0.72,10.3,175.1,-20.66794093392834,0.06,0.06
-21.53,1.24,0.24,10.34,6138,0.67,9.41,91.5,-20.11671547737485,0.05,0.07
-21.95,1.44,0.74,10.51,15256,0.73,10.16,222.0,-20.49446095036834,0.04,0.04
-20.9,1.05,-0.13,9.94,6192,0.57,9.33,92.4,-19.66325939540973,0.07,0.08
-17.94,0.17,-0.57,8.57,2758,0.13,9.42,54.2,-17.590595144062103,0.31,0.49
-22.05,1.42,0.09,10.57,8976,0.75,9.82,132.9,-20.55290874727824,0.04,0.05
-20.9,1.12,0.09,9.91,8713,0.58,10.01,128.3,-19.389210082866676,0.04,0.05
-15.98,0.0,-2.4,7.92,1451,0.0,8.26,21.9,-15.016843998023388,0.2,0.44
-20.01,0.67,-0.67,9.66,6938,0.41,9.55,103.9,-19.51287285313709,0.21,0.2
-21.45,1.17,-0.26,10.4,9207,0.63,9.82,136.3,-20.538392216030225,0.12,0.11
-21.71,1.3,-0.16,10.47,8451,0.7,9.81,125.5,-20.268466589240017,0.05,0.05
-20.99,1.14,0.01,10.0,10332,0.59,9.58,152.2,-19.479210082866675,0.04,0.05
-19.99,0.8,0.32,9.36,5133,0.43,9.0,75.6,-18.943224162854534,0.1,0.11
-22.28,1.46,-0.5,10.69,8341,0.76,9.63,124.0,-21.21683066148914,0.09,0.09
-19.5,0.64,-0.6,9.34,7759,0.37,9.19,115.7,-17.908557927321123,0.03,0.05
-21.48,1.12,0.38,10.29,10054,0.62,10.12,148.7,-20.80493215696735,0.17,0.16
-20.64,0.95,-0.42,9.97,11305,0.53,9.87,165.6,-19.403259395409734,0.07,0.07
-22.33,1.54,0.47,10.57,16328,0.78,9.84,238.1,-21.108549962953322,0.07,0.06
-21.45,1.28,0.33,10.33,12782,0.67,10.17,187.4,-19.767638816893935,0.03,0.03
-21.78,1.33,-0.73,10.53,14887,0.7,10.12,216.8,-20.40969647872578,0.05,0.05
-17.05,0.0,-2.42,8.42,1285,0.01,8.22,21.8,-16.08684399802339,0.21,0.45
-21.55,1.18,-0.43,10.4,9512,0.66,10.1,140.7,-20.406437882402813,0.08,0.08
-21.57,1.34,-0.12,10.3,14635,0.65,10.47,213.1,-20.67581388932046,0.12,0.11
-19.17,0.53,-0.89,9.16,3596,0.32,9.01,54.0,-17.672908747278242,0.05,0.1
-21.4,1.24,0.16,10.12,15056,0.64,10.22,219.2,-20.178549962953323,0.07,0.07
-20.74,1.13,-0.03,9.73,8330,0.55,9.63,123.9,-19.398766573713576,0.06,0.06
-21.42,1.26,0.09,10.27,8820,0.66,9.32,130.8,-19.789187034900777,0.03,0.04
-21.78,1.37,0.32,10.46,12146,0.71,10.18,178.3,-20.201820557895356,0.03,0.04
-21.69,1.24,0.55,10.47,11738,0.69,9.88,172.5,-20.192908747278242,0.04,0.04
-19.77,0.71,-0.75,9.53,5077,0.41,9.55,74.4,-18.385287216933904,0.05,0.08
-20.54,0.92,0.73,9.95,6167,0.53,9.67,92.6,-18.807132048600135,0.03,0.06
-21.1,1.09,-0.31,10.14,9325,0.59,9.68,138.1,-20.03683066148914,0.09,0.09
-21.76,1.37,1.01,10.26,9605,0.7,9.91,142.2,-20.47794093392834,0.06,0.06
-20.06,0.71,-0.6,9.7,5087,0.43,9.14,75.1,-19.183357820967075,0.12,0.13
-13.18,0.0,-0.57,6.84,450,0.0,6.9,6.2,-11.780960530161444,0.31,0.77
-21.4,1.29,0.84,10.12,9705,0.65,10.04,143.4,-19.916682886805663,0.04,0.05
-22.07,1.26,0.15,10.52,13266,0.7,10.27,194.4,-21.492220697591534,0.19,0.18
-19.23,0.57,-0.92,9.14,3657,0.32,9.74,56.5,-18.26684399802339,0.13,0.2
-19.1,0.61,-1.34,9.11,5468,0.31,9.58,80.4,-17.43042656856086,0.03,0.07
-21.7,1.33,0.62,10.36,10548,0.7,9.79,154.5,-20.121820557895354,0.03,0.04
-20.02,0.67,-0.9,9.64,5493,0.42,9.4,80.7,-19.42245774882375,0.18,0.18
-21.45,1.19,-0.17,10.46,7046,0.66,9.78,105.5,-19.871820557895354,0.04,0.05
-17.17,0.0,-1.6,8.33,1083,0.03,8.47,21.8,-16.074362672672112,0.2,0.45
-20.77,1.1,-0.57,9.93,8613,0.56,10.03,127.8,-19.232035902274415,0.04,0.05
-21.41,1.19,-0.33,10.44,5541,0.66,9.82,114.3,-19.845153922833763,0.17,0.41
-21.66,1.27,0.22,10.47,9619,0.68,10.0,142.3,-20.423259395409733,0.07,0.07
-19.94,0.83,-1.27,9.53,6817,0.44,9.63,102.3,-18.309187034900777,0.03,0.05
-21.03,1.14,-0.38,9.97,7748,0.59,9.98,115.5,-19.602551133535655,0.05,0.06
-21.21,1.09,-0.13,10.24,8519,0.61,9.7,126.5,-20.130543958936155,0.09,0.09
-20.27,0.86,-0.41,9.76,7705,0.48,9.67,114.9,-18.85671547737485,0.05,0.06
-19.79,0.66,-0.57,9.58,9823,0.41,10.34,145.1,-18.538061780218776,0.07,0.07
-19.27,0.61,-0.56,9.24,8618,0.33,9.37,127.9,-17.958178677662545,0.06,0.07
-21.64,1.25,0.43,10.23,9543,0.65,9.76,141.1,-20.871288250630098,0.15,0.14
-21.68,1.27,0.56,10.33,11236,0.67,10.43,164.6,-20.68305970010658,0.1,0.1
-21.37,1.14,0.92,10.34,14027,0.63,9.99,205.2,-20.258285446846386,0.08,0.08
-19.8,0.68,-0.13,9.53,3512,0.41,9.23,52.8,-18.578549962953325,0.08,0.11
-21.72,1.36,0.46,10.28,9557,0.7,10.1,141.4,-20.278466589240015,0.04,0.05
-21.68,1.31,0.03,10.42,13623,0.69,10.16,199.5,-20.252551133535654,0.04,0.04
-22.76,1.57,-0.64,11.03,11103,0.84,10.07,162.4,-21.463015516462082,0.06,0.06
-21.69,1.3,-0.18,10.43,14265,0.7,9.95,208.7,-20.125153922833764,0.03,0.03
-20.13,0.79,-0.51,9.82,5579,0.47,9.56,81.9,-18.512241894853652,0.04,0.06
-21.14,1.05,-0.57,10.32,9723,0.61,9.98,143.7,-19.68446095036834,0.04,0.05
-22.13,1.29,0.84,10.78,9729,0.73,9.98,143.8,-21.14989478055994,0.11,0.1
-21.27,1.14,-0.42,10.39,9494,0.64,10.03,140.5,-19.652241894853653,0.03,0.04
-22.03,1.28,0.18,10.74,9976,0.73,10.06,147.4,-20.918285446846387,0.09,0.08
-22.01,1.34,0.06,10.6,9394,0.73,9.74,139.1,-20.80393462688927,0.07,0.07
-21.76,1.23,0.01,10.56,10087,0.69,10.35,149.0,-20.69683066148914,0.09,0.09
-22.34,1.38,-0.35,11.05,9712,0.79,9.91,143.7,-20.775153922833763,0.03,0.04
-21.8,1.31,0.56,10.51,10370,0.7,10.07,152.9,-20.45876657371358,0.05,0.06
-21.46,1.23,0.32,10.33,9743,0.66,9.52,144.1,-19.868557927321124,0.03,0.04
-20.83,0.97,-0.2,10.04,6507,0.55,9.49,96.9,-19.718285446846384,0.09,0.09
-20.34,0.91,-0.41,9.68,10286,0.49,9.8,151.9,-19.133934626889268,0.07,0.07
-16.96,0.0,-1.45,8.08,2158,0.0,8.87,33.3,-15.784990926885662,0.09,0.16
-20.34,0.95,-0.89,9.55,9906,0.49,10.11,146.4,-19.088061780218776,0.07,0.07
-18.4,0.33,-0.84,8.7,3269,0.2,8.72,49.4,-17.117940933928338,0.07,0.11
-22.17,1.47,0.69,10.64,9967,0.76,10.15,147.3,-20.728466589240018,0.04,0.05
-22.02,1.4,0.39,10.52,9533,0.73,9.76,141.1,-20.72301551646208,0.06,0.06
-22.25,1.51,0.95,10.61,12072,0.76,9.93,176.7,-21.043934626889268,0.07,0.07
-21.96,1.27,0.85,10.6,9878,0.71,10.0,146.0,-21.031091108918794,0.11,0.11
-21.27,1.15,0.05,10.01,9823,0.6,9.84,145.2,-20.428819408446966,0.13,0.13
-20.69,1.05,-0.11,9.83,10092,0.55,9.87,149.1,-19.17921008286668,0.04,0.04
-21.97,1.42,0.42,10.43,16466,0.74,10.11,239.4,-20.432035902274414,0.03,0.03
-20.58,0.89,0.53,9.91,10115,0.51,10.15,149.4,-19.616843998023388,0.11,0.11
-22.1,1.39,1.04,10.48,10113,0.73,10.19,149.4,-21.05322416285454,0.1,0.09
-21.26,1.32,-0.16,10.23,6647,0.63,9.32,99.8,-19.708558780687227,0.04,0.06
-20.22,0.77,-0.06,9.85,3510,0.47,8.78,53.0,-18.84969647872578,0.06,0.1
-21.38,0.93,0.01,10.4,9691,0.59,9.97,143.4,-21.008949987204314,0.26,0.24
-21.61,1.32,-0.19,10.31,9957,0.69,10.09,147.1,-20.018557927321122,0.03,0.04
-20.69,0.92,-0.08,9.84,6977,0.52,9.53,104.5,-19.902973150399916,0.14,0.14
-21.49,1.15,0.06,10.27,9705,0.63,10.15,143.6,-20.7959206585043,0.16,0.15
-18.76,0.36,-1.58,9.04,2857,0.25,8.72,45.4,-17.779894780559943,0.13,0.23
-16.59,0.0,-2.24,8.12,1175,0.0,8.42,11.1,-15.052035902274415,0.18,0.45
-23.4,1.86,0.23,11.24,16308,0.94,10.06,237.9,-22.058766573713577,0.05,0.05
-21.76,1.27,0.42,10.38,9848,0.69,9.91,145.6,-20.63231095159946,0.08,0.08
-19.31,0.69,-1.08,9.09,7219,0.33,9.81,108.0,-18.21436267267211,0.09,0.09
-20.91,0.92,0.88,10.28,5816,0.56,9.53,87.4,-19.92989478055994,0.11,0.11
-21.73,1.32,0.01,10.49,8965,0.7,9.77,133.0,-20.288466589240016,0.04,0.05
-19.83,0.72,-3.66,9.5,1007,0.41,6.95,11.1,-18.90109110891879,0.09,0.1
-21.54,1.28,0.19,10.42,13562,0.68,9.77,198.7,-19.857638816893935,0.03,0.03
-15.2,0.0,-2.04,7.62,772,0.0,7.48,11.1,-14.376740632143498,0.22,0.47
-21.46,1.18,0.14,10.19,9769,0.63,9.88,144.5,-20.709738518874154,0.15,0.14
-22.04,1.38,-0.43,10.75,11623,0.75,9.95,170.3,-20.475153922833762,0.03,0.04
-21.33,1.1,-0.17,10.35,6067,0.62,9.58,91.0,-20.266830661489138,0.09,0.1
-15.59,0.0,-0.57,7.59,1256,0.0,8.38,17.5,-14.414990926885661,0.19,0.44
-21.2,1.18,-0.08,10.19,7980,0.62,9.93,118.9,-19.675586070947762,0.04,0.05
-20.93,1.07,-0.34,10.16,7920,0.59,9.84,118.1,-19.286199992708013,0.03,0.04
-20.31,0.86,-0.72,9.8,6584,0.48,9.74,99.0,-19.198285446846384,0.09,0.09
-22.43,1.52,-0.29,10.85,10374,0.81,9.85,152.3,-20.786199992708013,0.03,0.04
-22.52,1.53,0.32,10.84,13284,0.81,10.09,194.1,-21.178766573713578,0.05,0.05
-17.28,0.0,-1.29,8.26,3147,0.04,8.48,46.1,-15.997940933928342,0.1,0.21
-22.74,1.67,1.49,10.71,13325,0.85,10.04,194.6,-21.326715477374847,0.05,0.05
-21.48,1.23,-0.09,10.28,10059,0.65,9.74,148.7,-20.228061780218777,0.07,0.07
-21.9,1.34,0.11,10.62,10432,0.73,9.91,153.9,-20.33515392283376,0.03,0.04
-16.72,0.0,-0.57,8.51,6527,0.0,9.1,98.2,-15.608285446846384,0.1,0.1
-20.01,0.98,0.78,9.06,8816,0.44,9.51,130.1,-18.898285446846387,0.08,0.09
-21.07,1.03,0.72,10.11,6615,0.58,9.63,98.9,-20.21102573902481,0.13,0.13
-18.29,0.35,-1.01,8.65,2799,0.19,9.18,42.7,-17.19436267267211,0.1,0.13
-20.59,0.9,-1.01,9.88,6563,0.51,9.45,98.6,-19.73102573902481,0.13,0.13
-20.7,1.03,-0.41,9.65,9382,0.52,9.93,139.0,-19.912973150399914,0.14,0.14
-20.53,0.95,-0.05,9.84,5484,0.52,9.58,94.2,-19.174189272936598,0.18,0.44
-22.96,1.58,-0.2,11.11,10768,0.86,10.05,158.7,-21.89683066148914,0.09,0.09
-20.97,1.0,0.65,10.19,6439,0.58,9.49,96.3,-19.68794093392834,0.06,0.07
-20.96,1.24,1.35,9.73,7635,0.58,9.78,113.5,-19.518466589240017,0.05,0.06
-15.27,0.0,-2.27,7.38,1321,0.0,8.53,17.5,-14.126437882402811,0.19,0.44
-16.11,0.0,-0.57,8.02,1939,0.0,8.02,17.5,-14.710960530161444,0.17,0.42
-15.2,0.0,-2.23,7.45,1376,0.0,8.48,17.5,-14.30581388932046,0.22,0.47
-19.83,0.72,-0.57,9.5,6941,0.41,7.89,21.4,-19.524455918189375,0.09,0.1
-20.87,0.93,0.17,10.09,7257,0.55,9.34,108.6,-20.028819408446967,0.13,0.13
-21.14,1.05,-0.2,10.1,10125,0.58,9.81,149.6,-20.503394454066047,0.17,0.16
-20.07,0.89,-1.67,9.26,10064,0.43,10.11,148.8,-19.357052644415845,0.16,0.15
-20.82,1.13,-1.25,9.87,6474,0.57,9.56,96.8,-19.16328006731191,0.03,0.05
-20.53,0.76,-0.2,10.1,5900,0.49,9.51,89.3,-19.85493215696735,0.17,0.16
-22.02,1.36,0.27,10.67,8068,0.74,9.64,120.2,-20.60671547737485,0.05,0.05
-22.59,1.58,0.22,10.87,10692,0.82,10.12,157.7,-21.205287216933904,0.05,0.05
-20.46,0.94,-0.56,9.82,6660,0.51,9.41,100.2,-18.881820557895356,0.04,0.05
-20.25,0.84,-0.4,9.71,5465,0.46,9.47,80.3,-19.321091108918793,0.12,0.12
-20.49,0.91,-0.24,9.91,6199,0.51,9.27,93.6,-19.19301551646208,0.06,0.08
-22.21,1.43,0.29,10.67,13981,0.76,9.99,204.7,-20.942955994078872,0.06,0.06
-18.04,0.15,-1.52,8.76,1862,0.15,8.79,26.0,-16.99322416285454,0.17,0.37
-21.58,1.19,0.08,10.29,9217,0.65,9.83,135.9,-20.774791252077215,0.14,0.13
-21.21,1.2,0.04,10.09,9260,0.62,9.69,137.3,-19.810960530161445,0.05,0.05
-21.14,1.13,-0.32,10.05,9472,0.59,10.09,140.3,-20.211091108918794,0.12,0.11
-21.3,1.12,0.34,10.35,9435,0.63,9.82,139.8,-19.95876657371358,0.05,0.06
-21.2,1.17,-0.37,10.06,9961,0.6,9.86,147.2,-20.169725872932915,0.1,0.1
-20.74,1.05,-0.16,9.82,8106,0.55,10.08,120.8,-19.44301551646208,0.06,0.07
-22.81,1.65,0.7,10.94,16626,0.86,10.45,242.4,-21.31290874727824,0.04,0.04
-20.83,1.03,-0.41,9.99,12000,0.56,9.98,176.6,-19.56295599407887,0.06,0.06
-19.83,0.72,-0.57,9.5,1014,0.41,7.67,16.4,-18.702310951599458,0.09,0.1
-20.42,0.89,-0.33,9.82,11616,0.5,9.57,171.1,-19.13794093392834,0.06,0.06
-22.22,1.46,-0.11,10.74,9467,0.77,9.99,140.3,-20.864189272936596,0.05,0.06
-16.18,0.0,-2.09,7.89,1650,0.0,7.73,26.6,-14.642035902274415,0.08,0.2
-20.84,1.02,0.53,10.05,12214,0.57,9.78,179.7,-19.370533337744703,0.04,0.04
-19.83,0.72,-0.31,9.5,10919,0.41,9.85,161.0,-18.56295599407887,0.09,0.1
-21.99,1.45,0.42,10.51,10412,0.74,9.93,153.8,-20.39855792732112,0.03,0.04
-21.58,1.29,-0.11,10.38,10970,0.67,10.11,161.8,-20.34325939540973,0.07,0.07
